Rg;Mc;rh;rhoh;host
2.1434E+00;3.8858E+04;1.3946E+01;1.7099E+09;NGC5846-UDG1-3
4.7014E+00;3.2457E+04;1.8697E+01;5.9270E+08;NGC5846-UDG1-3
1.6042E+00;1.1611E+05;1.4508E+01;4.5382E+09;NGC5846-UDG1-3
1.6466E+00;4.2410E+04;1.3231E+01;2.1855E+09;NGC5846-UDG1-3
1.5570E+00;1.1734E+05;2.2171E+01;1.2852E+09;NGC5846-UDG1-3
1.3229E+00;4.4296E+04;9.7574E+00;5.6917E+09;NGC5846-UDG1-3
3.0624E+00;6.9254E+04;2.5262E+01;5.1277E+08;NGC5846-UDG1-3
3.3083E+00;2.1016E+04;1.6680E+01;5.4059E+08;NGC5846-UDG1-3
2.1242E+00;4.4483E+04;1.9898E+01;6.7398E+08;NGC5846-UDG1-3
1.3073E+00;4.8497E+04;1.1035E+01;4.3086E+09;NGC5846-UDG1-3
3.4943E+00;3.8292E+04;2.1201E+01;4.7967E+08;NGC5846-UDG1-3
1.7381E+00;4.5890E+04;1.0447E+01;4.8041E+09;NGC5846-UDG1-3
5.9234E+00;7.2480E+04;1.4892E+01;2.6199E+09;NGC5846-UDG1-3
4.1397E+00;6.1909E+04;2.2503E+01;6.4847E+08;NGC5846-UDG1-3
1.3389E+00;7.3021E+04;1.8493E+01;1.3782E+09;NGC5846-UDG1-3
1.3064E+00;1.2133E+05;1.1929E+01;8.5324E+09;NGC5846-UDG1-3
5.2575E+00;3.1153E+04;2.3500E+01;2.8655E+08;NGC5846-UDG1-3
9.9470E-01;5.9856E+04;1.7548E+01;1.3222E+09;NGC5846-UDG1-3
8.7181E-01;9.0726E+04;6.5135E+00;3.9190E+10;NGC5846-UDG1-3
1.3735E+00;6.7569E+04;2.3959E+01;5.8642E+08;NGC5846-UDG1-3
2.7558E+00;3.5007E+04;2.2452E+01;3.6919E+08;NGC5846-UDG1-3
5.9266E+00;3.4288E+04;1.8340E+01;6.6348E+08;NGC5846-UDG1-3
5.0258E+00;3.3832E+04;1.6348E+01;9.2438E+08;NGC5846-UDG1-3
2.1982E+00;1.3052E+05;2.4215E+01;1.0972E+09;NGC5846-UDG1-3
1.5174E+00;8.0174E+04;1.3257E+01;4.1077E+09;NGC5846-UDG1-3
4.3636E+00;5.6174E+04;2.3755E+01;5.0021E+08;NGC5846-UDG1-3
2.0600E+00;4.7595E+04;1.5709E+01;1.4656E+09;NGC5846-UDG1-3
2.0979E+00;1.3431E+05;1.8953E+01;2.3548E+09;NGC5846-UDG1-3
2.1463E+00;3.5850E+04;1.6986E+01;8.7315E+08;NGC5846-UDG1-3
5.8717E+00;3.6050E+04;1.6348E+01;9.8499E+08;NGC5846-UDG1-3
3.8223E+00;4.0432E+04;1.6833E+01;1.0119E+09;NGC5846-UDG1-3
5.9448E+00;7.8283E+04;1.5811E+01;2.3641E+09;NGC5846-UDG1-3
4.1024E+00;4.1079E+04;1.3231E+01;2.1169E+09;NGC5846-UDG1-3
2.0778E+00;2.6383E+04;1.8570E+01;4.9180E+08;NGC5846-UDG1-3
2.8346E+00;5.1280E+04;1.6833E+01;1.2834E+09;NGC5846-UDG1-3
2.2525E+00;7.7442E+04;7.2287E+00;2.4473E+10;NGC5846-UDG1-3
4.5873E+00;2.3547E+04;1.6756E+01;5.9743E+08;NGC5846-UDG1-3
2.9105E+00;7.2381E+04;2.7561E+01;4.1269E+08;NGC5846-UDG1-3
3.4638E+00;4.5509E+04;1.0141E+01;5.2095E+09;NGC5846-UDG1-3
2.8824E+00;5.6066E+04;1.7752E+01;1.1962E+09;NGC5846-UDG1-3
3.2915E+00;6.3295E+04;1.1009E+01;5.6625E+09;NGC5846-UDG1-3
3.4450E+00;4.9164E+04;2.1379E+01;6.0053E+08;NGC5846-UDG1-3
3.9414E+00;3.6140E+04;1.4253E+01;1.4899E+09;NGC5846-UDG1-3
3.4782E+00;7.7693E+04;2.1788E+01;8.9660E+08;NGC5846-UDG1-3
3.8273E+00;4.6076E+04;1.0370E+01;4.9314E+09;NGC5846-UDG1-3
5.0613E+00;4.2064E+04;1.5377E+01;1.3810E+09;NGC5846-UDG1-3
5.6796E+00;7.1588E+04;1.6577E+01;1.8757E+09;NGC5846-UDG1-3
4.5772E+00;6.0645E+04;1.1367E+01;4.9292E+09;NGC5846-UDG1-3
5.6393E+00;2.7777E+04;1.6705E+01;7.1123E+08;NGC5846-UDG1-3
5.6553E+00;5.5389E+04;2.3091E+01;5.3702E+08;NGC5846-UDG1-3
5.5992E+00;9.1894E+04;1.4202E+01;3.8294E+09;NGC5846-UDG1-3
4.6289E+00;8.8023E+04;2.4828E+01;6.8654E+08;NGC5846-UDG1-3
5.9161E+00;5.4400E+04;1.4432E+01;2.1603E+09;NGC5846-UDG1-3
5.9658E+00;8.9510E+04;1.6961E+01;2.1899E+09;NGC5846-UDG1-3
5.6967E+00;9.0600E+04;2.5671E+01;6.3929E+08;NGC5846-UDG1-3
4.2355E+00;3.1665E+04;1.6628E+01;8.2205E+08;NGC5846-UDG1-3



